"soma_id","target_full_name","target","uniprot","entrez_gene_id","entrez_gene_symbol","dilution","col_check","uniprot_single","entrez_gene_id_single","gene_id","converted_seq_ids","intracellular","membrane","secreted"
"SL004893","Vinculin","Vinculin","P18206","7414","VCL",10,"PASS","P18206","7414","VCL","seq.8750.46",TRUE,FALSE,FALSE
"SL007247","Neuromedin-U","NMU","P48645","10874","NMU",10,"PASS","P48645","10874","NMU","seq.8754.5",FALSE,FALSE,TRUE
"SL025906","Potassium voltage-gated channel subfamily E regulatory beta subunit 5:N-term, opposite side of membrane","KCE1L:N-term","Q9UJ90","23630","KCNE5",10,"PASS","Q9UJ90","23630","KCNE5","seq.8756.41",FALSE,TRUE,FALSE
"SL018673","Protocadherin alpha-7","PCDA7","Q9UN72","56141","PCDHA7",0.5,"PASS","Q9UN72","56141","PCDHA7","seq.8758.2",FALSE,TRUE,FALSE
"SL002622","Lactosylceramide 4-alpha-galactosyltransferase","a1,4-Galactosyltransferase","Q9NPC4","53947","A4GALT",10,"PASS","Q9NPC4","53947","A4GALT","seq.8759.29",FALSE,TRUE,FALSE
"SL018682","DCN1-like protein 5","DCNL5","Q9BTE7","84259","DCUN1D5",0.5,"PASS","Q9BTE7","84259","DCUN1D5","seq.8760.10",TRUE,FALSE,FALSE
"SL007195","CD70 antigen","CD70","P32970","970","CD70",10,"PASS","P32970","970","CD70","seq.8762.38",TRUE,TRUE,FALSE
"SL018231","Leukocyte immunoglobulin-like receptor subfamily A member 5","LIRA5","A6NI73","353514","LILRA5",10,"PASS","A6NI73","353514","LILRA5","seq.8766.29",FALSE,TRUE,TRUE
"SL025847","Endothelin-converting enzyme 1:Cytoplasmic domain","Endothelin-converting enzyme 1:CD","P42892","1889","ECE1",10,"PASS","P42892","1889","ECE1","seq.8767.44",TRUE,TRUE,FALSE
"SL005248","B-cell lymphoma/leukemia 10","Bcl-10","O95999","8915","BCL10",10,"PASS","O95999","8915","BCL10","seq.8768.4",TRUE,FALSE,FALSE
"SL025840","Ephrin-B2:Cytoplasmic domain","EFNB2:CD","P52799","1948","EFNB2",10,"PASS","P52799","1948","EFNB2","seq.8772.5",FALSE,TRUE,FALSE
"SL025844","EMILIN-3:region 1","EMIL3:region 1","Q9NT22","90187","EMILIN3",10,"PASS","Q9NT22","90187","EMILIN3","seq.8773.172",FALSE,FALSE,TRUE
"SL018676","Protein FAM24B","FA24B","Q8N5W8","196792","FAM24B",10,"PASS","Q8N5W8","196792","FAM24B","seq.8775.61",TRUE,FALSE,FALSE
"SL018683","Erlin-1","ERLN1","O75477","10613","ERLIN1",10,"PASS","O75477","10613","ERLIN1","seq.8776.10",TRUE,FALSE,FALSE
"SL004683","Noggin","Noggin","Q13253","9241","NOG",10,"PASS","Q13253","9241","NOG","seq.8778.3",FALSE,FALSE,TRUE
"SL025954","Protocadherin-10:Cytoplasmic domain","PCD10:CD","Q9P2E7","57575","PCDH10",0.5,"PASS","Q9P2E7","57575","PCDH10","seq.8780.2",FALSE,TRUE,FALSE
"SL018684","BRCA1-A complex subunit Abraxas","F175A","Q6UWZ7","84142","ABRAXAS1",10,"PASS","Q6UWZ7","84142","ABRAXAS1","seq.8784.7",TRUE,FALSE,FALSE
"SL025799","Armadillo repeat-containing protein 5:Armadillo Repeat Domain 5","ARMC5:ARM 5","Q96C12","79798","ARMC5",10,"PASS","Q96C12","79798","ARMC5","seq.8785.1",TRUE,FALSE,FALSE
"SL025851","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995","165215","FAM171B",10,"PASS","Q6P995","165215","FAM171B","seq.8786.6",TRUE,TRUE,FALSE
"SL005392","Arylsulfatase A","Arylsulfatase A","P15289","410","ARSA",10,"PASS","P15289","410","ARSA","seq.8790.6",TRUE,FALSE,FALSE
"SL010448","Carbonic anhydrase 5A, mitochondrial","Carbonic Anhydrase VA","P35218","763","CA5A",10,"PASS","P35218","763","CA5A","seq.8791.151",TRUE,FALSE,FALSE
"SL008734","Dipeptidase 1","DPEP1","P16444","1800","DPEP1",10,"PASS","P16444","1800","DPEP1","seq.8794.13",TRUE,FALSE,FALSE
"SL026014","Transferrin receptor protein 1:Extracellular domain","TR:ECD","P02786","7037","TFRC",0.5,"PASS","P02786","7037","TFRC","seq.8795.48",TRUE,TRUE,TRUE
"SL026021","Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 3","TTC17:TPR3","Q96AE7","55761","TTC17",10,"PASS","Q96AE7","55761","TTC17","seq.8800.14",TRUE,FALSE,FALSE
"SL025940","Nectin-1, isoform gamma:Cytoplasmic domain","nectin-1 gamma:CD","Q15223","5818","NECTIN1",10,"PASS","Q15223","5818","NECTIN1","seq.8803.61",FALSE,TRUE,TRUE
"SL012855","Collagen alpha-1(XX) chain","COKA1","Q9P218","57642","COL20A1",10,"PASS","Q9P218","57642","COL20A1","seq.8804.39",TRUE,FALSE,TRUE
"SL014932","Sorting nexin-1","SNX1","Q13596","6642","SNX1",10,"PASS","Q13596","6642","SNX1","seq.8807.13",TRUE,FALSE,FALSE
"SL007433","Hepatocyte cell adhesion molecule","HEPACAM","Q14CZ8","220296","HEPACAM",10,"PASS","Q14CZ8","220296","HEPACAM","seq.8810.26",FALSE,TRUE,FALSE
"SL025802","BMP and activin membrane-bound inhibitor homolog:Extracellular domain","BAMBI:ECD","Q13145","25805","BAMBI",10,"PASS","Q13145","25805","BAMBI","seq.8811.24",FALSE,TRUE,FALSE
"SL000585","Thioredoxin","Thioredoxin","P10599","7295","TXN",10,"PASS","P10599","7295","TXN","seq.8813.160",TRUE,FALSE,FALSE
"SL018678","Proactivator polypeptide-like 1","SAPL1","Q6NUJ1","768239","PSAPL1",0.5,"PASS","Q6NUJ1","768239","PSAPL1","seq.8814.33",FALSE,FALSE,TRUE
"SL012603","Olfactomedin-like protein 1","OLFL1","Q6UWY5","283298","OLFML1",10,"PASS","Q6UWY5","283298","OLFML1","seq.8815.1",FALSE,FALSE,TRUE
"SL013524","Centromere protein V","CENPV","Q7Z7K6","201161","CENPV",10,"PASS","Q7Z7K6","201161","CENPV","seq.8817.29",TRUE,FALSE,FALSE
"SL025890","Interferon gamma receptor 2:Cytoplasmic domain","INGR2:CD","P38484","3460","IFNGR2",10,"PASS","P38484","3460","IFNGR2","seq.8818.13",FALSE,TRUE,FALSE
"SL000466","Insulin-like growth factor-binding protein 2","IGFBP-2","P18065","3485","IGFBP2",0.5,"PASS","P18065","3485","IGFBP2","seq.8819.3",TRUE,FALSE,TRUE
"SL012866","Paired immunoglobulin-like type 2 receptor alpha","PILRA","Q9UKJ1","29992","PILRA",10,"PASS","Q9UKJ1","29992","PILRA","seq.8825.4",FALSE,TRUE,TRUE
"SL018672","Epithelial splicing regulatory protein 1","ESRP1","Q6NXG1","54845","ESRP1",10,"PASS","Q6NXG1","54845","ESRP1","seq.8828.21",TRUE,FALSE,FALSE
"SL018680","BRISC complex subunit Abro1","F175B","Q15018","23172","ABRAXAS2",10,"PASS","Q15018","23172","ABRAXAS2","seq.8830.29",TRUE,FALSE,FALSE
"SL001906","Bone marrow stromal antigen 2","BST-2","Q10589","684","BST2",10,"PASS","Q10589","684","BST2","seq.8832.55",FALSE,TRUE,FALSE
"SL000599","Tumor necrosis factor ligand superfamily member 10","TRAIL","P50591","8743","TNFSF10",10,"PASS","P50591","8743","TNFSF10","seq.8833.20",TRUE,TRUE,TRUE
"SL004576","Calnexin","Calnexin","P27824","821","CANX",10,"PASS","P27824","821","CANX","seq.8834.58",TRUE,TRUE,FALSE
"SL018675","Microfibrillar-associated protein 3-like","MFA3L","O75121","9848","MFAP3L",0.5,"PASS","O75121","9848","MFAP3L","seq.8837.8",TRUE,TRUE,FALSE
"SL018589","Protein CASC4","CASC4","Q6P4E1","113201","GOLM2",10,"PASS","Q6P4E1","113201","GOLM2","seq.8838.10",TRUE,FALSE,FALSE
"SL005289","Metaxin-2","Metaxin-2","O75431","10651","MTX2",10,"PASS","O75431","10651","MTX2","seq.8839.4",TRUE,FALSE,FALSE
"SL000311","Complement C1s subcomponent","C1s","P09871","716","C1S",0.005,"PASS","P09871","716","C1S","seq.8840.61",TRUE,FALSE,TRUE
"SL008847","Cartilage intermediate layer protein 2","CILP2","Q8IUL8","148113","CILP2",10,"PASS","Q8IUL8","148113","CILP2","seq.8841.65",FALSE,FALSE,TRUE
"SL014534","GRAM domain-containing protein 1C","GRM1C","Q8IYS0","54762","GRAMD1C",10,"PASS","Q8IYS0","54762","GRAMD1C","seq.8842.16",TRUE,TRUE,FALSE
"SL018609","Myelin regulatory factor","MRF","Q9Y2G1","745","MYRF",10,"PASS","Q9Y2G1","745","MYRF","seq.8843.34",FALSE,TRUE,FALSE
"SL012361","A disintegrin and metalloproteinase with thrombospondin motifs 3","ATS3","O15072","9508","ADAMTS3",10,"PASS","O15072","9508","ADAMTS3","seq.8845.2",FALSE,FALSE,TRUE
"SL018691","Putative inactive group IIC secretory phospholipase A2","PA2GC","Q5R387","391013","PLA2G2C",10,"PASS","Q5R387","391013","PLA2G2C","seq.8850.5",FALSE,FALSE,TRUE
"SL025851","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995","165215","FAM171B",10,"PASS","Q6P995","165215","FAM171B","seq.8851.42",TRUE,TRUE,FALSE
"SL018701","SUN domain-containing protein 3","SUN3","Q8TAQ9","256979","SUN3",10,"PASS","Q8TAQ9","256979","SUN3","seq.8852.10",TRUE,TRUE,FALSE
"SL015340","C-type lectin domain family 4 member A","CLC4A","Q9UMR7","50856","CLEC4A",10,"PASS","Q9UMR7","50856","CLEC4A","seq.8853.2",TRUE,TRUE,FALSE
"SL018712","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B","Q7LG56","50484","RRM2B",10,"PASS","Q7LG56","50484","RRM2B","seq.8854.59",TRUE,TRUE,FALSE
"SL018692","Basic leucine zipper transcriptional factor ATF-like 3","BATF3","Q9NR55","55509","BATF3",10,"PASS","Q9NR55","55509","BATF3","seq.8858.21",TRUE,FALSE,FALSE
"SL012383","Carbonic anhydrase-related protein 11","CAH11","O75493","770","CA11",10,"PASS","O75493","770","CA11","seq.8859.51",TRUE,FALSE,TRUE
"SL007170","Phosphatidylinositol 3-kinase regulatory subunit alpha","P85A","P27986","5295","PIK3R1",10,"PASS","P27986","5295","PIK3R1","seq.8863.3",TRUE,FALSE,FALSE
"SL018718","Centromere protein W","CENPW","Q5EE01","387103","CENPW",10,"PASS","Q5EE01","387103","CENPW","seq.8864.59",TRUE,FALSE,FALSE
"SL018693","Glutaminyl-peptide cyclotransferase-like protein","QPCTL","Q9NXS2","54814","QPCTL",10,"PASS","Q9NXS2","54814","QPCTL","seq.8866.53",TRUE,FALSE,FALSE
"SL005033","Glycodelin","Glycodelin","P09466","5047","PAEP",10,"PASS","P09466","5047","PAEP","seq.8867.18",TRUE,FALSE,TRUE
"SL018709","Butyrophilin subfamily 2 member A1","BT2A1","Q7KYR7","11120","BTN2A1",10,"PASS","Q7KYR7","11120","BTN2A1","seq.8869.5",TRUE,TRUE,FALSE
"SL001735","Nucleophosmin","NPM1","P06748","4869","NPM1",10,"PASS","P06748","4869","NPM1","seq.8870.38",TRUE,FALSE,FALSE
"SL025950","Nuclear migration protein nudC:N-term, contains nuclear localization domain","NUDC:N-term","Q9Y266","10726","NUDC",10,"PASS","Q9Y266","10726","NUDC","seq.8871.14",TRUE,TRUE,FALSE
"SL011108","Protein transport protein Sec61 subunit gamma","SC61G","P60059","23480","SEC61G",10,"PASS","P60059","23480","SEC61G","seq.8872.1",FALSE,TRUE,FALSE
"SL025817","Ceroid-lipofuscinosis neuronal protein 5:Lumenal domain","CLN5:LD","O75503","1203","CLN5",10,"PASS","O75503","1203","CLN5","seq.8874.53",TRUE,TRUE,FALSE
"SL018703","Neurexin-2-beta","NRX2B","P58401","9379","NRXN2",10,"PASS","P58401","9379","NRXN2","seq.8876.51",TRUE,TRUE,FALSE
"SL025853","Protein eva-1 homolog C:Extracellular domain","F176C:ECD","P58658","59271","EVA1C",10,"PASS","P58658","59271","EVA1C","seq.8877.22",TRUE,TRUE,FALSE
"SL018713","YTH domain-containing protein 1","YTDC1","Q96MU7","91746","YTHDC1",10,"PASS","Q96MU7","91746","YTHDC1","seq.8878.48",TRUE,FALSE,FALSE
"SL025787","Disintegrin and metalloproteinase domain-containing protein 17:Cytoplasmic domain","ADAM 17:CD","P78536","6868","ADAM17",0.5,"PASS","P78536","6868","ADAM17","seq.8882.1",TRUE,TRUE,FALSE
"SL018710","Voltage-dependent calcium channel subunit alpha-2/delta-3","CA2D3","Q8IZS8","55799","CACNA2D3",10,"PASS","Q8IZS8","55799","CACNA2D3","seq.8885.6",TRUE,TRUE,FALSE
"SL025951","Nuclear migration protein nudC:CS domain","NUDC:CS","Q9Y266","10726","NUDC",10,"PASS","Q9Y266","10726","NUDC","seq.8887.21",TRUE,TRUE,FALSE
"SL018720","Small integral membrane protein 9","CX068","A6NGZ8","100132963","SMIM9",10,"PASS","A6NGZ8","100132963","SMIM9","seq.8888.33",FALSE,TRUE,FALSE
"SL015334","Cell cycle progression protein 1","CCPG1","Q9ULG6","9236","CCPG1",10,"PASS","Q9ULG6","9236","CCPG1","seq.8889.5",TRUE,TRUE,FALSE
"SL018697","Transmembrane protein 132B","T132B","Q14DG7","114795","TMEM132B",10,"PASS","Q14DG7","114795","TMEM132B","seq.8890.9",FALSE,TRUE,FALSE
"SL008949","Probable serine carboxypeptidase CPVL","CPVL","Q9H3G5","54504","CPVL",10,"PASS","Q9H3G5","54504","CPVL","seq.8891.7",TRUE,FALSE,FALSE
"SL025957","Platelet endothelial aggregation receptor 1:Cytoplasmic domain","PEAR1:CD","Q5VY43","375033","PEAR1",10,"PASS","Q5VY43","375033","PEAR1","seq.8892.14",TRUE,TRUE,FALSE
"SL025952","Poly [ADP-ribose] polymerase 1:region 1","PARP:region 1","P09874","142","PARP1",10,"PASS","P09874","142","PARP1","seq.8893.29",TRUE,FALSE,FALSE
"SL009791","Heterogeneous nuclear ribonucleoprotein A/B","hnRNP A/B","Q99729","3182","HNRNPAB",10,"PASS","Q99729","3182","HNRNPAB","seq.8894.80",TRUE,FALSE,FALSE
"SL018694","Leucine-rich repeat-containing protein 37A2","L37A2","A6NM11","474170","LRRC37A2",10,"PASS","A6NM11","474170","LRRC37A2","seq.8897.3",FALSE,TRUE,FALSE
"SL018705","UDP-glucuronosyltransferase 1-8","UD18","Q9HAW9","54576","UGT1A8",10,"PASS","Q9HAW9","54576","UGT1A8","seq.8899.75",FALSE,TRUE,FALSE
"SL007582","Neogenin","NEO1","Q92859","4756","NEO1",0.5,"PASS","Q92859","4756","NEO1","seq.8900.28",FALSE,TRUE,FALSE
"SL004989","14-3-3 protein gamma","14-3-3 protein gamma","P61981","7532","YWHAG",10,"PASS","P61981","7532","YWHAG","seq.8901.40",TRUE,FALSE,FALSE
"SL008020","Cytochrome c oxidase subunit 6C","COX6C","P09669","1345","COX6C",10,"PASS","P09669","1345","COX6C","seq.8903.1",FALSE,TRUE,FALSE
"SL018695","Calcium-activated potassium channel subunit beta-3","KCMB3","Q9NPA1","27094","KCNMB3",0.5,"PASS","Q9NPA1","27094","KCNMB3","seq.8905.20",TRUE,TRUE,FALSE
"SL018698","Leucine-rich repeat and transmembrane domain-containing protein 2","LRTM2","Q8N967","654429","LRTM2",10,"PASS","Q8N967","654429","LRTM2","seq.8906.60",TRUE,TRUE,FALSE
"SL018706","UDP-glucuronosyltransferase 2A1","UD2A1","Q9Y4X1","10941","UGT2A1",10,"PASS","Q9Y4X1","10941","UGT2A1","seq.8907.11",TRUE,TRUE,FALSE
"SL025907","Potassium voltage-gated channel subfamily E regulatory beta subunit 5:Cytoplasmic domain","KCE1L:CD","Q9UJ90","23630","KCNE5",0.5,"PASS","Q9UJ90","23630","KCNE5","seq.8908.14",FALSE,TRUE,FALSE
"SL018714","Glucosamine-6-phosphate isomerase 1","GNPI1","P46926","10007","GNPDA1",10,"PASS","P46926","10007","GNPDA1","seq.8909.77",TRUE,FALSE,FALSE
"SL025983","Sialic acid-binding Ig-like lectin 11:Cytoplasmic domain, Isoform 2","SIG11:CD","Q96RL6","114132","SIGLEC11",10,"PASS","Q96RL6","114132","SIGLEC11","seq.8913.22",FALSE,TRUE,FALSE
"SL025993","Stromal interaction molecule 1:Cytoplasmic domain","STIM1:CD","Q13586","6786","STIM1",10,"PASS","Q13586","6786","STIM1","seq.8916.32",TRUE,TRUE,FALSE
"SL025854","Protein-tyrosine kinase 2-beta:Focal adhesion targeting domain","FAK2:FAT","Q14289","2185","PTK2B",0.5,"PASS","Q14289","2185","PTK2B","seq.8918.64",TRUE,FALSE,FALSE
"SL015048","Polyadenylate-binding protein 2","PABP2","Q86U42","8106","PABPN1",10,"PASS","Q86U42","8106","PABPN1","seq.8921.139",TRUE,FALSE,FALSE
"SL026005","Transmembrane and coiled-coil domains protein 3:region 1","TMCC3:region 1","Q9ULS5","57458","TMCC3",0.5,"PASS","Q9ULS5","57458","TMCC3","seq.8922.4",TRUE,TRUE,FALSE
"SL018707","Polypeptide N-acetylgalactosaminyltransferase 16","GLTL1","Q8N428","57452","GALNT16",10,"PASS","Q8N428","57452","GALNT16","seq.8923.94",TRUE,FALSE,FALSE
"SL018108","Neuron-specific vesicular protein calcyon","CALY","Q9NYX4","50632","CALY",10,"PASS","Q9NYX4","50632","CALY","seq.8924.55",TRUE,TRUE,FALSE
"SL018712","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B","Q7LG56","50484","RRM2B",10,"PASS","Q7LG56","50484","RRM2B","seq.8925.25",TRUE,TRUE,FALSE
"SL018723","Uncharacterized protein C7orf73","CG073","E0CX11","647087","None",10,"PASS","E0CX11","647087","STMP1","seq.8927.6",TRUE,FALSE,FALSE
"SL018696","Transcription factor TFIIIB component B'' homolog","BDP1","A6H8Y1","55814","BDP1",10,"PASS","A6H8Y1","55814","BDP1","seq.8929.7",TRUE,FALSE,FALSE
"SL014751","G0/G1 switch protein 2","G0S2","P27469","50486","G0S2",10,"PASS","P27469","50486","G0S2","seq.8931.124",TRUE,FALSE,FALSE
"SL014128","Ectonucleoside triphosphate diphosphohydrolase 6","ENTP6","O75354","955","ENTPD6",0.5,"PASS","O75354","955","ENTPD6","seq.8932.1",TRUE,TRUE,TRUE
"SL004784","Myocyte-specific enhancer factor 2C","MEF2C","Q06413","4208","MEF2C",10,"PASS","Q06413","4208","MEF2C","seq.8933.84",TRUE,FALSE,FALSE
"SL013730","Multidrug resistance-associated protein 6","MRP6","O95255","368","ABCC6",10,"PASS","O95255","368","ABCC6","seq.8935.22",FALSE,TRUE,FALSE
"SL018773","Neuroligin-3","NLGN3","Q9NZ94","54413","NLGN3",10,"PASS","Q9NZ94","54413","NLGN3","seq.8941.4",TRUE,TRUE,FALSE
"SL018771","39S ribosomal protein L21, mitochondrial","RM21","Q7Z2W9","219927","MRPL21",0.5,"PASS","Q7Z2W9","219927","MRPL21","seq.8942.2",TRUE,FALSE,FALSE
"SL018680","BRISC complex subunit Abro1","F175B","Q15018","23172","ABRAXAS2",10,"PASS","Q15018","23172","ABRAXAS2","seq.8945.7",TRUE,FALSE,FALSE
"SL007605","Bile acid receptor","NR1H4","Q96RI1","9971","NR1H4",10,"PASS","Q96RI1","9971","NR1H4","seq.8946.38",TRUE,FALSE,FALSE
"SL018610","Disintegrin and metalloproteinase domain-containing protein 19","ADA19","Q9H013","8728","ADAM19",10,"PASS","Q9H013","8728","ADAM19","seq.8948.13",FALSE,TRUE,FALSE
"SL018772","Calcium-activated chloride channel regulator 2","CLCA2","Q9UQC9","9635","CLCA2",0.5,"PASS","Q9UQC9","9635","CLCA2","seq.8950.4",FALSE,TRUE,FALSE
"SL008559","Chondroitin sulfate proteoglycan 4","CSPG4","Q6UVK1","1464","CSPG4",10,"PASS","Q6UVK1","1464","CSPG4","seq.8951.162",FALSE,TRUE,FALSE
"SL001729","Granulocyte colony-stimulating factor","G-CSF","P09919","1440","CSF3",10,"PASS","P09919","1440","CSF3","seq.8952.65",FALSE,FALSE,TRUE
"SL013046","Hepatoma-derived growth factor","HDGF","P51858","3068","HDGF",10,"PASS","P51858","3068","HDGF","seq.8953.47",TRUE,FALSE,FALSE
"SL018793","Mitogen-activated protein kinase kinase kinase kinase 1","M4K1","Q92918","11184","MAP4K1",10,"PASS","Q92918","11184","MAP4K1","seq.8954.30",TRUE,FALSE,FALSE
"SL018797","Glycosyltransferase 8 domain-containing protein 1","GL8D1","Q68CQ7","55830","GLT8D1",10,"PASS","Q68CQ7","55830","GLT8D1","seq.8955.60",TRUE,TRUE,FALSE
"SL025991","Scavenger receptor class F member 2:Extracellular domain","SREC-II:ECD","Q96GP6","91179","SCARF2",0.5,"PASS","Q96GP6","91179","SCARF2","seq.8956.96",FALSE,TRUE,FALSE
"SL012771","Endoplasmic reticulum lectin 1","XTP3B","Q96DZ1","27248","ERLEC1",10,"PASS","Q96DZ1","27248","ERLEC1","seq.8957.72",TRUE,FALSE,FALSE
"SL008936","Neural cell adhesion molecule L1-like protein","CHL1","O00533","10752","CHL1",0.005,"PASS","O00533","10752","CHL1","seq.8958.51",TRUE,TRUE,FALSE
"SL025788","Disintegrin and metalloproteinase domain-containing protein 17:Extracellular domain","ADAM 17:ECD","P78536","6868","ADAM17",10,"PASS","P78536","6868","ADAM17","seq.8959.61",TRUE,TRUE,FALSE
"SL010614","Endoplasmic reticulum aminopeptidase 2","LRAP","Q6P179","64167","ERAP2",0.5,"PASS","Q6P179","64167","ERAP2","seq.8960.3",TRUE,FALSE,TRUE
"SL018792","Ribosomal protein S6 kinase beta-1","KS6B1","P23443","6198","RPS6KB1",10,"PASS","P23443","6198","RPS6KB1","seq.8962.48",TRUE,FALSE,FALSE
"SL005723","Vesicle transport through interaction with t-SNAREs homolog 1B","Vti1-rp1","Q9UEU0","10490","VTI1B",10,"PASS","Q9UEU0","10490","VTI1B","seq.8963.8",TRUE,TRUE,FALSE
"SL018795","Dual specificity protein phosphatase 26","DUS26","Q9BV47","78986","DUSP26",10,"PASS","Q9BV47","78986","DUSP26","seq.8967.6",TRUE,FALSE,FALSE
"SL018823","Monocyte differentiation antigen CD14","CD14","P08571","929","CD14",0.005,"PASS","P08571","929","CD14","seq.8969.49",FALSE,FALSE,TRUE
"SL007004","Receptor-interacting serine/threonine-protein kinase 2","RIPK2","O43353","8767","RIPK2",10,"PASS","O43353","8767","RIPK2","seq.8970.9",TRUE,FALSE,FALSE
"SL018798","Neurexin-1","NRX1A","Q9ULB1","9378","NRXN1",0.5,"PASS","Q9ULB1","9378","NRXN1","seq.8971.9",TRUE,TRUE,FALSE
"SL025858","Fc receptor-like protein 4:Extracellular domain","FCRL4:ECD","Q96PJ5","83417","FCRL4",10,"PASS","Q96PJ5","83417","FCRL4","seq.8973.23",FALSE,TRUE,FALSE
"SL007218","Collagen alpha-1(XV) chain","COFA1","P39059","1306","COL15A1",0.5,"PASS","P39059","1306","COL15A1","seq.8974.172",FALSE,FALSE,TRUE
"SL018831","Cell differentiation protein RCD1 homolog","RCD1","Q92600","9125","CNOT9",10,"PASS","Q92600","9125","CNOT9","seq.8975.26",TRUE,FALSE,FALSE
"SL014893","Beta-1,4 N-acetylgalactosaminyltransferase 1","B4GN1","Q00973","2583","B4GALNT1",10,"PASS","Q00973","2583","B4GALNT1","seq.8976.13",TRUE,FALSE,FALSE
"SL018794","Mitogen-activated protein kinase kinase kinase kinase 3","M4K3","Q8IVH8","8491","MAP4K3",10,"PASS","Q8IVH8","8491","MAP4K3","seq.8978.30",TRUE,FALSE,FALSE
"SL018778","Cell surface glycoprotein CD200 receptor 2","MO2R2","Q6Q8B3","344807","CD200R1L",10,"PASS","Q6Q8B3","344807","CD200R1L","seq.8980.19",FALSE,TRUE,FALSE
"SL010148","Thrombospondin-3","TSP3","P49746","7059","THBS3",0.5,"PASS","P49746","7059","THBS3","seq.8982.65",TRUE,FALSE,TRUE
"SL010628","Golgi membrane protein 1","GOLM1","Q8NBJ4","51280","GOLM1",10,"PASS","Q8NBJ4","51280","GOLM1","seq.8983.7",TRUE,FALSE,FALSE
"SL025920","Leucine-rich repeat and calponin homology domain-containing protein 4:Leucine-rich repeat 5","LRCH4: LRR5","O75427","4034","LRCH4",10,"PASS","O75427","4034","LRCH4","seq.8984.28",TRUE,TRUE,FALSE
"SL018822","Protein SERAC1","SRAC1","Q96JX3","84947","SERAC1",10,"PASS","Q96JX3","84947","SERAC1","seq.8985.13",TRUE,TRUE,FALSE
"SL018791","D-3-phosphoglycerate dehydrogenase","SERA","O43175","26227","PHGDH",10,"PASS","O43175","26227","PHGDH","seq.8986.2",TRUE,FALSE,FALSE
"SL007523","Signal peptide, CUB and EGF-like domain-containing protein 1","SCUB1","Q8IWY4","80274","SCUBE1",10,"PASS","Q8IWY4","80274","SCUBE1","seq.8989.40",TRUE,FALSE,TRUE
"SL014845","Sodium/potassium-transporting ATPase subunit beta-3","AT1B3","P54709","483","ATP1B3",10,"PASS","P54709","483","ATP1B3","seq.8990.42",TRUE,TRUE,FALSE
"SL025859","Fc receptor-like protein 4:Cytoplasmic domain","FCRL4:CD","Q96PJ5","83417","FCRL4",10,"PASS","Q96PJ5","83417","FCRL4","seq.8991.115",FALSE,TRUE,FALSE
"SL018821","Transmembrane protein 2","TMEM2","Q9UHN6","23670","CEMIP2",10,"PASS","Q9UHN6","23670","CEMIP2","seq.8992.1",TRUE,TRUE,FALSE
"SL007004","Receptor-interacting serine/threonine-protein kinase 2","RIPK2","O43353","8767","RIPK2",10,"PASS","O43353","8767","RIPK2","seq.8993.151",TRUE,FALSE,FALSE
"SL010380","SLAM family member 8","SLAMF8","Q9P0V8","56833","SLAMF8",10,"PASS","Q9P0V8","56833","SLAMF8","seq.8994.65",FALSE,TRUE,FALSE
"SL008970","Neuronal pentraxin receptor","NPTXR","O95502","23467","NPTXR",10,"PASS","O95502","23467","NPTXR","seq.8997.4",TRUE,FALSE,FALSE
"SL018828","Heparan sulfate glucosamine 3-O-sulfotransferase 4","HS3S4","Q9Y661","9951","HS3ST4",10,"PASS","Q9Y661","9951","HS3ST4","seq.8998.15",FALSE,TRUE,FALSE
"SL014788","Carcinoembryonic antigen-related cell adhesion molecule 3","CEAM3","P40198","1084","CEACAM3",10,"PASS","P40198","1084","CEACAM3","seq.8999.19",TRUE,TRUE,FALSE
"SL006521","Neutral and basic amino acid transport protein rBAT","SLC31","Q07837","6519","SLC3A1",10,"PASS","Q07837","6519","SLC3A1","seq.9000.177",TRUE,TRUE,FALSE
"SL006615","Serpin A11","SPA11","Q86U17","256394","SERPINA11",0.5,"PASS","Q86U17","256394","SERPINA11","seq.9002.36",FALSE,FALSE,TRUE
"SL018780","Macrophage receptor MARCO","MARCO","Q9UEW3","8685","MARCO",10,"PASS","Q9UEW3","8685","MARCO","seq.9003.99",TRUE,TRUE,FALSE
"SL018580","Low-density lipoprotein receptor class A domain-containing protein 4","CR001","O15165","753","LDLRAD4",10,"PASS","O15165","753","LDLRAD4","seq.9004.24",TRUE,TRUE,FALSE
"SL011810","Plexin-A1","PLXA1","Q9UIW2","5361","PLXNA1",10,"PASS","Q9UIW2","5361","PLXNA1","seq.9005.16",FALSE,TRUE,FALSE
"SL026010","Transmembrane gamma-carboxyglutamic acid protein 1:Pro-form, Extracellular domain","TMG1:Pro-form, ECD","O14668","5638","PRRG1",10,"PASS","O14668","5638","PRRG1","seq.9008.6",TRUE,TRUE,FALSE
"SL025963","Pre-mRNA-processing factor 6:region 1","PRP6:region 1","O94906","24148","PRPF6",10,"PASS","O94906","24148","PRPF6","seq.9012.1",TRUE,FALSE,FALSE
"SL012395","Netrin-1","NET1","O95631","9423","NTN1",10,"PASS","O95631","9423","NTN1","seq.9013.60",TRUE,FALSE,TRUE
